step          none      temp        potential_energy  none                none              none          none
     52570  0.00000000  507.166   -175.9385255152    565.9098480840      0.0000000000   0.434679E+02     2.14
     52575  0.00000000  597.647   -175.9315146221    565.9422378477      0.0000000000   0.435673E+02     2.36
     52580  0.00000000  536.452   -175.9422796709    565.9554575962      0.0000000000   0.436753E+02     1.92
     52585  0.00000000  581.252   -175.9476708099    565.9778209545      0.0000000000   0.436072E+02     2.14
     52590  0.00000000 2045.032   -175.9418571583    566.0644031694      0.0000000000   0.434484E+02     2.14
     52595  0.00000000 1287.782   -175.9180940044    566.1640844394      0.0000000000   0.433548E+02     2.79
     52600  0.00000000   75.624   -175.9105203794    566.2254007817      0.0000000000   0.432348E+02     2.56
     52605  0.00000000 1014.299   -175.9109017125    566.3298595590      0.0000000000   0.431932E+02     1.93
     52610  0.00000000  238.936   -175.9199165277    566.3208561999      0.0000000000   0.432400E+02     2.14
     52615  0.00000000  805.956   -175.9337465610    566.3769928581      0.0000000000   0.432360E+02     1.93
     52620  0.00000000  131.357   -175.9066272987    566.4210287522      0.0000000000   0.431715E+02     2.14
     52625  0.00000000 1047.655   -175.9500508888    566.4128007076      0.0000000000   0.431060E+02     2.14
     52630  0.00000000  262.711   -175.9339303190    566.4571388044      0.0000000000   0.430253E+02     2.36
     52635  0.00000000  777.112   -175.9107502294    566.5486649158      0.0000000000   0.428846E+02     2.57
     52640  0.00000000 1293.141   -175.9241214169    566.5982095287      0.0000000000   0.427322E+02     2.35
     52645  0.00000000  440.440   -175.9361918896    566.5880377099      0.0000000000   0.426476E+02     2.36
     52650  0.00000000 1025.432   -175.9271991290    566.6659413159      0.0000000000   0.426427E+02     1.92
     52655  0.00000000  230.228   -175.9177973626    566.6876813735      0.0000000000   0.425008E+02     1.93
     52660  0.00000000  490.835   -175.9448404830    566.6901854631      0.0000000000   0.424374E+02     2.57
     52665  0.00000000  366.017   -175.9516679273    566.6999993908      0.0000000000   0.424379E+02     2.36
     52670  0.00000000  875.333   -175.9238915376    566.7992007184      0.0000000000   0.423682E+02     2.79
     52675  0.00000000 2193.679   -175.9039105386    566.9634387629      0.0000000000   0.423308E+02     1.71
     52680  0.00000000 1280.107   -175.9200717737    567.0264520799      0.0000000000   0.424266E+02     2.57
     52685  0.00000000  164.189   -175.8941598268    567.1048354033      0.0000000000   0.424478E+02     2.14
     52690  0.00000000  873.414   -175.8971564550    567.2064374086      0.0000000000   0.425197E+02     1.93
     52695  0.00000000 1903.830   -175.8716312218    567.3711753689      0.0000000000   0.424473E+02     2.57
     52700  0.00000000  380.372   -175.8920765805    567.3718653476      0.0000000000   0.424978E+02     2.14
     52705  0.00000000 1417.642   -175.9117142428    567.4168969643      0.0000000000   0.425772E+02     2.36
     52710  0.00000000  226.171   -175.8927710786    567.4537545349      0.0000000000   0.426346E+02     1.93
     52715  0.00000000  219.680   -175.9212740650    567.4431333332      0.0000000000   0.427117E+02     1.72
     52720  0.00000000  266.155   -175.9443533300    567.4401986762      0.0000000000   0.428127E+02     1.93
     52725  0.00000000  641.106   -175.9186679072    567.5317446585      0.0000000000   0.429706E+02     1.93
     52730  0.00000000  372.399   -175.9461885270    567.5179800891      0.0000000000   0.430384E+02     2.35
     52735  0.00000000  653.615   -175.9758422462    567.5156060354      0.0000000000   0.430998E+02     2.36
     52740  0.00000000 1050.671   -175.9398055982    567.6149603821      0.0000000000   0.432251E+02     1.93
     52745  0.00000000  608.198   -175.9495302535    567.6223052349      0.0000000000   0.433496E+02     2.05
     52750  0.00000000  345.351   -175.9938811482    567.5929961331      0.0000000000   0.435221E+02     2.57
     52755  0.00000000  322.764   -175.9803425898    567.6276847675      0.0000000000   0.438123E+02     1.71
     52760  0.00000000 1439.596   -175.9785532484    567.7163102592      0.0000000000   0.440206E+02     2.57
     52765  0.00000000  193.675   -175.9573119511    567.7938839144      0.0000000000   0.440761E+02     3.00
     52770  0.00000000  796.182   -175.9359743025    567.9261626923      0.0000000000   0.441215E+02     1.71
     52775  0.00000000  553.669   -175.9353037733    568.0080971690      0.0000000000   0.441067E+02     1.70
     52780  0.00000000  330.226   -175.9559371175    568.0056758378      0.0000000000   0.441096E+02     2.36
     52785  0.00000000  546.105   -175.9382029810    568.0959648821      0.0000000000   0.441553E+02     1.93
     52790  0.00000000  488.534   -175.9349037807    568.1208107328      0.0000000000   0.442746E+02     2.35
     52795  0.00000000  405.849   -175.9654605294    568.1111573262      0.0000000000   0.444182E+02     1.93
     52800  0.00000000  457.862   -175.9697026017    568.1318483371      0.0000000000   0.445939E+02     1.93
     52805  0.00000000 2580.483   -175.9429453490    568.3057001891      0.0000000000   0.447672E+02     2.36
     52810  0.00000000 1167.468   -175.9117875246    568.3985477702      0.0000000000   0.447941E+02     1.72
     52815  0.00000000 1338.539   -175.9250321258    568.4473477514      0.0000000000   0.447157E+02     1.93
     52820  0.00000000  435.574   -175.9244725576    568.4779320892      0.0000000000   0.446189E+02     2.78
     52825  0.00000000  105.367   -175.9246069201    568.4768209457      0.0000000000   0.445908E+02     1.93
     52830  0.00000000  979.787   -175.9322837417    568.5431302630      0.0000000000   0.446443E+02     1.71
     52835  0.00000000  439.840   -175.9105099069    568.5851239574      0.0000000000   0.446756E+02     2.14
     52840  0.00000000  595.018   -175.9275527497    568.5977632539      0.0000000000   0.447994E+02     2.36
     52845  0.00000000 1792.409   -175.9341887155    568.6602632582      0.0000000000   0.449469E+02     1.71
     52850  0.00000000 1462.362   -175.8971815840    568.7746109759      0.0000000000   0.449399E+02     1.50
     52855  0.00000000  285.895   -175.8875453561    568.8290433285      0.0000000000   0.448771E+02     2.14
     52860  0.00000000  871.812   -175.8670482928    568.9444331318      0.0000000000   0.448173E+02     1.93
     52865  0.00000000  512.597   -175.8612361707    569.0168482440      0.0000000000   0.448982E+02     1.93
     52870  0.00000000  423.853   -175.8709756913    569.0314748152      0.0000000000   0.449703E+02     2.14
     52875  0.00000000  186.309   -175.8712251639    569.0428525869      0.0000000000   0.450665E+02     2.14
     52880  0.00000000  173.320   -175.8606023029    569.0694526930      0.0000000000   0.452219E+02     1.93
     52885  0.00000000  552.109   -175.8476044827    569.1334156514      0.0000000000   0.453066E+02     1.71
     52890  0.00000000  123.663   -175.8611512162    569.1131088230      0.0000000000   0.452893E+02     2.35
     52895  0.00000000  177.551   -175.8761878268    569.1012831253      0.0000000000   0.452779E+02     2.53
     52900  0.00000000  208.923   -175.8635277876    569.1289395586      0.0000000000   0.452992E+02     1.93
     52905  0.00000000  162.481   -175.8630715784    569.1467840559      0.0000000000   0.453147E+02     1.93
     52910  0.00000000 1571.845   -175.8944524389    569.1775979141      0.0000000000   0.454115E+02     1.71
     52915  0.00000000 1416.722   -175.8607600596    569.2794080991      0.0000000000   0.455480E+02     1.87
     52920  0.00000000  218.000   -175.8400606773    569.2964655609      0.0000000000   0.457044E+02     2.14
     52925  0.00000000  313.645   -175.8916425620    569.2650298924      0.0000000000   0.456823E+02     1.93
     52930  0.00000000 2289.076   -175.8467285808    569.4348809239      0.0000000000   0.457536E+02     1.71
     52935  0.00000000  849.482   -175.7852119525    569.5282687327      0.0000000000   0.456258E+02     1.71
     52940  0.00000000  898.767   -175.8202877901    569.5277302456      0.0000000000   0.455043E+02     1.71
     52945  0.00000000  556.957   -175.8247618559    569.5359243404      0.0000000000   0.456005E+02     1.71
     52950  0.00000000  746.513   -175.7750116115    569.6354417815      0.0000000000   0.457586E+02     1.71
     52955  0.00000000 1711.085   -175.7513353540    569.7511896688      0.0000000000   0.458958E+02     1.51
     52960  0.00000000  731.656   -175.7504098510    569.7845362341      0.0000000000   0.459304E+02     2.15
     52965  0.00000000  903.102   -175.7321498943    569.8353208550      0.0000000000   0.459530E+02     1.71
     52970  0.00000000  190.359   -175.7032137607    569.8752269164      0.0000000000   0.459192E+02     2.14
     52975  0.00000000  590.535   -175.6884608782    569.9489777431      0.0000000000   0.458718E+02     1.50
     52980  0.00000000 1217.902   -175.6812322925    570.0282447055      0.0000000000   0.459021E+02     1.71
     52985  0.00000000  146.904   -175.6705699663    570.0411390330      0.0000000000   0.459627E+02     2.36
     52990  0.00000000  830.523   -175.6693423501    570.0793227668      0.0000000000   0.460828E+02     1.50
     52995  0.00000000  154.874   -175.6411433165    570.1176015575      0.0000000000   0.461470E+02     2.56
     53000  0.00000000  137.516   -175.6397189462    570.1311659031      0.0000000000   0.461160E+02     1.93
     53005  0.00000000  251.833   -175.6534984813    570.1292290703      0.0000000000   0.460164E+02     1.29
     53010  0.00000000  233.211   -175.6410214754    570.1496796448      0.0000000000   0.460151E+02     1.72
     53015  0.00000000  523.512   -175.6288884384    570.1909209955      0.0000000000   0.460958E+02     1.71
     53020  0.00000000  849.967   -175.6347812727    570.2089074705      0.0000000000   0.462134E+02     1.73
     53025  0.00000000  803.211   -175.6208965744    570.2534935507      0.0000000000   0.463190E+02     1.50
     53030  0.00000000  220.910   -175.5828948836    570.3136694283      0.0000000000   0.463621E+02     2.14
     53035  0.00000000  263.739   -175.5636497950    570.3797318024      0.0000000000   0.463942E+02     1.93
     53040  0.00000000  428.165   -175.5466289957    570.4346278180      0.0000000000   0.463438E+02     1.71
     53045  0.00000000  554.208   -175.5370004267    570.4765849940      0.0000000000   0.463711E+02     1.50
     53050  0.00000000  233.127   -175.5239040487    570.4914627777      0.0000000000   0.464748E+02     1.70
     53055  0.00000000  287.785   -175.5412456270    570.4826121890      0.0000000000   0.466973E+02     1.71
     53060  0.00000000  204.714   -175.5543602302    570.4686609059      0.0000000000   0.469048E+02     2.14
     53065  0.00000000  253.951   -175.5797172828    570.4481967299      0.0000000000   0.470980E+02     1.71
     53070  0.00000000  454.300   -175.5913352730    570.4488333597      0.0000000000   0.471773E+02     2.42
     53075  0.00000000  267.723   -175.6009774959    570.4462131290      0.0000000000   0.471485E+02     2.14
     53080  0.00000000  461.788   -175.6072724722    570.4591238529      0.0000000000   0.471355E+02     1.72
     53085  0.00000000  299.619   -175.6285793959    570.4407827903      0.0000000000   0.471966E+02     2.14
     53090  0.00000000  681.740   -175.6304139817    570.4609864476      0.0000000000   0.473373E+02     1.72
     53095  0.00000000  146.997   -175.6188738562    570.4743935165      0.0000000000   0.475002E+02     2.14
     53100  0.00000000  459.520   -175.6226571559    570.5071967831      0.0000000000   0.476196E+02     1.71
     53105  0.00000000  905.222   -175.6160445656    570.5655095686      0.0000000000   0.475484E+02     1.93
     53110  0.00000000  185.004   -175.6206828130    570.5533352596      0.0000000000   0.474910E+02     2.16
     53115  0.00000000  252.143   -175.6427399517    570.5419073588      0.0000000000   0.475175E+02     2.14
     53120  0.00000000  218.808   -175.6369045732    570.5537613190      0.0000000000   0.475555E+02     1.50
     53125  0.00000000  276.108   -175.6590055982    570.5404832589      0.0000000000   0.476400E+02     1.93
     53130  0.00000000  220.901   -175.6815924161    570.5272093776      0.0000000000   0.478121E+02     1.71
     53135  0.00000000 1230.683   -175.6986813467    570.5504360954      0.0000000000   0.480836E+02     1.49
     53140  0.00000000  943.608   -175.6950320138    570.5848711375      0.0000000000   0.480873E+02     1.71
     53145  0.00000000  940.267   -175.7136859704    570.5876853791      0.0000000000   0.480477E+02     1.71
     53150  0.00000000  273.523   -175.7469592244    570.5579924769      0.0000000000   0.480709E+02     2.35
     53155  0.00000000  225.287   -175.7941517026    570.5122426426      0.0000000000   0.481491E+02     1.93
     53160  0.00000000 1016.999   -175.8528951691    570.5044029653      0.0000000000   0.483700E+02     1.29
     53165  0.00000000 1242.482   -175.9213411532    570.4847935776      0.0000000000   0.487261E+02     2.14
     53170  0.00000000 2349.374   -176.0478284972    570.4953057543      0.0000000000   0.492031E+02     1.71
     53175  0.00000000 3044.786   -176.3043838461    570.4002256454      0.0000000000   0.497608E+02     2.14
     53180  0.00000000 8683.141   -176.6693867821    570.7626223808      0.0000000000   0.508621E+02     3.00
